2022-12-09,0200,LAPTOP,2,50000.0,80000.0,160000.0,NV,60000.0
2022-12-09,0220,GAMING KEYBOARD,12,5000.0,5500.0,66000.0,NV,6000.0
2022-12-09,0300,BALLPEN-EDITED,50,50.0,60.0,3000.0,NV,500.0
2022-12-09,0110,PENCIL,50,10.0,22.4,1120.0,V,499.9999999999999
2022-12-09,0300,BALLPEN-EDITED,2,50.0,60.0,120.0,NV,20.0
2022-12-09,0300,BALLPEN-EDITED,123,50.0,60.0,7380.0,NV,1230.0
2022-12-09,0300,BALLPEN-EDITED,2,50.0,60.0,120.0,NV,20.0
2022-12-09,0220,GAMING KEYBOARD,32,5000.0,5500.0,176000.0,NV,16000.0
2022-12-10,0100,BALLPEN-EDITED,23,8.0,60.0,1380.0,NV,1196.0
2022-12-10,2201,GAMING KEYBOARD,1,5000.0,5500.0,5500.0,NV,500.0
2022-12-11,0100,BALLPEN-EDITED,10,8.0,60.0,600.0,NV,520.0
2022-12-11,0100,BALLPEN-EDITED,10,8.0,60.0,600.0,NV,520.0
2022-12-11,0100,BALLPEN-EDITED,32,8.0,60.0,1920.0,NV,1664.0
2022-12-11,0100,BALLPEN-EDITED,2,8.0,60.0,120.0,NV,104.0
2022-12-11,0100,BALLPEN-EDITED,2,8.0,60.0,120.0,NV,104.0
2022-12-11,0100,BALLPEN-EDITED,4,8.0,60.0,240.0,NV,208.0
2022-12-11,0100,BALLPEN-EDITED,100,8.0,60.0,6000.0,NV,5200.0
2022-12-11,0100,BALLPEN-EDITED,40,8.0,60.0,2400.0,NV,2080.0
2022-12-11,0100,BALLPEN-EDITED,100,8.0,60.0,6000.0,NV,5200.0
2022-12-11,0100,BALLPEN-EDITED,2,8.0,60.0,120.0,NV,104.0
2022-12-11,0100,BALLPEN-EDITED,2,8.0,60.0,120.0,NV,104.0
2022-12-11,0100,BALLPEN-EDITED,6,8.0,60.0,360.0,NV,312.0
2022-12-11,0100,BALLPEN-EDITED,90,8.0,60.0,5400.0,NV,4680.0
2022-12-11,0100,BALLPEN-EDITED,50,8.0,60.0,3000.0,NV,2600.0
2022-12-11,0100,BALLPEN-EDITED,2,8.0,60.0,120.0,NV,104.0
2022-12-11,0100,BALLPEN-EDITED,1,8.0,60.0,60.0,NV,52.0
2022-12-11,0100,BALLPEN-EDITED,2,8.0,60.0,120.0,NV,104.0
2022-12-11,0100,BALLPEN-EDITED,45,8.0,60.0,2700.0,NV,2340.0
2022-12-11,0100,BALLPEN-EDITED,2,8.0,60.0,120.0,NV,104.0
2022-12-11,0100,BALLPEN-EDITED,2,8.0,60.0,120.0,NV,104.0
2022-12-11,0100,BALLPEN-EDITED,2,8.0,60.0,120.0,NV,104.0
2022-12-11,0100,BALLPEN-EDITED,2,8.0,60.0,120.0,NV,104.0
2022-12-11,0100,BALLPEN-EDITED,2,8.0,60.0,120.0,NV,104.0
2022-12-11,0100,BALLPEN-EDITED,3,8.0,60.0,180.0,NV,156.0
2022-12-11,0110,PENCIL,200,10.0,22.4,4480.0,V,1999.9999999999995
2022-12-11,0100,BALLPEN-EDITED,7,8.0,60.0,420.0,NV,364.0
2022-12-11,0100,BALLPEN-EDITED,10,8.0,60.0,600.0,NV,520.0
2022-12-16,1001,RULER,85,20.0,25.0,2125.0,NV,425.0
2022-12-16,0110,PENCIL,1600,10.0,22.4,35840.0,V,15999.999999999996
2022-12-16,0103,LAPTOP,5,50000.0,80000.0,400000.0,NV,150000.0
2022-12-16,0300,BALLPEN-EDITED,59,8.0,60.0,3540.0,NV,3068.0
2022-12-16,1001,RULER,100,20.0,25.0,2500.0,NV,500.0
2022-12-16,2201,GAMING KEYBOARD,5,5000.0,5500.0,27500.0,NV,2500.0
2022-12-16,0300,BALLPEN-EDITED,9,8.0,60.0,540.0,NV,468.0
2022-12-16,0103,LAPTOP,1000,50000.0,80000.0,8.0E7,NV,3.0E7
2022-12-16,0103,LAPTOP,1000,50000.0,80000.0,8.0E7,NV,3.0E7
2022-12-16,0103,LAPTOP,459,50000.0,80000.0,3.672E7,NV,1.377E7
2022-12-16,0103,LAPTOP,1000,50000.0,80000.0,8.0E7,NV,3.0E7
2022-12-16,0103,LAPTOP,500,50000.0,80000.0,4.0E7,NV,1.5E7
2022-12-16,1001,RULER,48,20.0,25.0,1200.0,NV,240.0
2022-12-16,0103,LAPTOP,1000,50000.0,80000.0,8.0E7,NV,3.0E7
2022-12-16,0100,SHARPENER,100,10.0,15.0,1500.0,NV,500.0
2022-12-16,0103,LAPTOP,180,50000.0,80000.0,1.44E7,NV,5400000.0
2022-12-16,0103,LAPTOP,680,50000.0,80000.0,5.44E7,NV,2.04E7
2022-12-16,0103,LAPTOP,2050,50000.0,80000.0,1.64E8,NV,6.15E7
2022-12-16,0110,PENCIL,50,10.0,22.4,1120.0,V,499.9999999999999
2023-06-08,0110,PENCIL,57,10.0,22.4,1276.8,V,569.9999999999998
